write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.5000,2.0000,1024.0000,1484.2929,1491.6862,1214.5000,1219.5000,14958952.0000
0.5000,2.0000,2048.0000,1495.3102,1520.8547,1242.0000,1240.0000,15171069.0000
0.5000,2.0000,4096.0000,1604.6594,1613.0224,1306.5000,1319.0000,16184394.0000
0.5000,4.0000,32.0000,1548.3303,1563.4701,1259.5000,1222.5000,15630848.0000
0.5000,4.0000,64.0000,1557.0568,1582.0772,1238.0000,1235.5000,15773893.0000
0.5000,4.0000,128.0000,1533.0068,1542.5990,1234.5000,1263.0000,15453437.0000
0.5000,4.0000,256.0000,1586.4007,1580.3586,1226.5000,1253.0000,15910561.0000
0.5000,4.0000,512.0000,1573.9814,1583.9480,1239.5000,1260.0000,15867553.0000
0.5000,4.0000,1024.0000,1599.1922,1589.5424,1275.0000,1269.5000,16018641.0000
0.5000,4.0000,2048.0000,1687.2655,1721.0574,1326.0000,1324.5000,17124617.0000
0.5000,4.0000,4096.0000,1657.8253,1700.5888,1339.5000,1347.5000,16878352.0000
0.5000,8.0000,32.0000,1553.2550,1552.1796,1225.0000,1238.5000,15605523.0000
0.5000,8.0000,64.0000,1600.3521,1630.6996,1264.0000,1264.0000,16234667.0000
0.5000,8.0000,128.0000,1622.7382,1625.4730,1260.0000,1266.5000,16315552.0000
0.5000,8.0000,256.0000,1568.8596,1567.4476,1273.0000,1260.5000,15758848.0000
0.5000,8.0000,512.0000,1606.0391,1630.0377,1239.5000,1257.5000,16258096.0000
0.5000,8.0000,1024.0000,1651.5721,1669.6562,1310.5000,1255.0000,16687375.0000
0.5000,8.0000,2048.0000,1691.7764,1734.7883,1302.5000,1324.5000,17228755.0000
0.5000,8.0000,4096.0000,1726.9506,1765.2222,1356.5000,1353.0000,17553849.0000
0.5000,16.0000,32.0000,1544.7980,1541.5109,1230.5000,1235.0000,15507568.0000
0.5000,16.0000,64.0000,1515.1986,1527.7313,1210.5000,1221.0000,15287951.0000
0.5000,16.0000,128.0000,1536.2786,1573.2662,1234.0000,1233.5000,15618124.0000
0.5000,16.0000,256.0000,1508.6035,1520.6241,1228.5000,1239.0000,15221413.0000
0.5000,16.0000,512.0000,1509.2026,1500.2571,1216.5000,1217.0000,15121491.0000
0.5000,16.0000,1024.0000,1487.9816,1508.1396,1229.5000,1210.5000,15053083.0000
0.5000,16.0000,2048.0000,1541.7737,1554.8980,1262.0000,1266.0000,15576929.0000
0.5000,16.0000,4096.0000,1660.0617,1675.2881,1303.0000,1323.5000,16771356.0000
0.5000,32.0000,32.0000,1581.0248,1590.0449,1243.5000,1253.5000,15933084.0000
0.5000,32.0000,64.0000,1655.9182,1792.8910,1255.5000,1289.0000,17312820.0000
0.5000,32.0000,128.0000,1570.9912,1587.4558,1251.5000,1271.5000,15869925.0000
0.5000,32.0000,256.0000,1507.6095,1524.8228,1218.5000,1220.5000,15238477.0000
0.5000,32.0000,512.0000,1590.8949,1596.9130,1254.5000,1247.5000,16017582.0000
0.5000,32.0000,1024.0000,1643.1673,1666.3687,1286.0000,1265.5000,16625810.0000
0.5000,32.0000,2048.0000,1602.9363,1636.5108,1311.0000,1305.5000,16285171.0000
0.5000,32.0000,4096.0000,1675.3979,1665.4120,1310.0000,1321.5000,16796743.0000
0.7000,2.0000,32.0000,1673.5466,1686.7970,1294.0000,1255.5000,16910970.0000
0.7000,2.0000,64.0000,1624.8319,1644.8414,1270.0000,1228.0000,16468589.0000
0.7000,2.0000,128.0000,1699.6654,1729.2857,1271.0000,1273.0000,17287375.0000
0.7000,2.0000,256.0000,1575.6337,1577.7497,1249.5000,1260.5000,15844725.0000
0.7000,2.0000,512.0000,1563.3072,1553.8321,1207.5000,1241.5000,15646451.0000
0.7000,2.0000,1024.0000,1625.7808,1602.4125,1285.5000,1235.0000,16177243.0000
0.7000,2.0000,2048.0000,1670.6172,1658.3698,1349.0000,1288.0000,16721704.0000
0.7000,2.0000,4096.0000,1681.1561,1666.0399,1350.5000,1319.5000,16809023.0000
0.7000,4.0000,32.0000,1542.3925,1536.8569,1231.0000,1214.0000,15457241.0000
0.7000,4.0000,64.0000,1613.5989,1594.2008,1299.0000,1257.5000,16081317.0000
0.7000,4.0000,128.0000,1575.3137,1572.6591,1236.0000,1242.5000,15814926.0000
