write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.5000,2.0000,512.0000,1726.4724,1722.5168,1387.5000,1360.5000,17334967.0000
0.5000,2.0000,1024.0000,1767.1544,1776.7262,1394.0000,1380.5000,17805596.0000
0.5000,2.0000,2048.0000,1797.8685,1826.6484,1417.5000,1409.0000,18225552.0000
0.5000,2.0000,4096.0000,1813.7346,1836.2944,1444.0000,1413.5000,18353032.0000
0.5000,4.0000,32.0000,1699.0710,1694.2954,1358.5000,1347.5000,17053650.0000
0.5000,4.0000,64.0000,1662.2471,1694.7403,1309.0000,1333.0000,16873163.0000
0.5000,4.0000,128.0000,1681.3552,1685.0671,1340.5000,1322.0000,16916033.0000
0.5000,4.0000,256.0000,1762.3186,1786.8282,1347.0000,1357.0000,17828630.0000
0.5000,4.0000,512.0000,1750.7884,1803.1107,1370.0000,1340.0000,17857872.0000
0.5000,4.0000,1024.0000,1752.9885,1765.5448,1388.0000,1374.0000,17681396.0000
0.5000,4.0000,2048.0000,1802.5034,1845.3173,1449.5000,1426.5000,18336520.0000
0.5000,4.0000,4096.0000,1921.6200,1936.2016,1448.5000,1502.0000,19380376.0000
0.5000,8.0000,32.0000,1717.4515,1705.0892,1328.0000,1316.5000,17196622.0000
0.5000,8.0000,64.0000,1741.4386,1788.0988,1316.5000,1331.5000,17738678.0000
0.5000,8.0000,128.0000,1745.3302,1764.5920,1336.0000,1323.0000,17634458.0000
0.5000,8.0000,256.0000,1715.9288,1714.9474,1353.5000,1324.5000,17236465.0000
0.5000,8.0000,512.0000,1760.2598,1784.9792,1365.0000,1369.5000,17816773.0000
0.5000,8.0000,1024.0000,1709.4998,1710.1862,1384.5000,1379.5000,17187578.0000
0.5000,8.0000,2048.0000,1753.2421,1784.1066,1425.5000,1416.0000,17787702.0000
0.5000,8.0000,4096.0000,1855.5382,1898.1209,1472.5000,1466.0000,18865423.0000
0.5000,16.0000,32.0000,1675.0108,1699.3872,1322.0000,1347.0000,16959380.0000
0.5000,16.0000,64.0000,1639.2924,1647.4948,1302.0000,1284.5000,16515770.0000
0.5000,16.0000,128.0000,1639.9163,1651.4236,1284.0000,1294.0000,16541777.0000
0.5000,16.0000,256.0000,1668.4541,1681.6686,1339.0000,1327.5000,16836880.0000
0.5000,16.0000,512.0000,1726.4962,1719.5561,1337.5000,1341.5000,17318758.0000
0.5000,16.0000,1024.0000,1758.0958,1735.2100,1360.0000,1352.0000,17557715.0000
0.5000,16.0000,2048.0000,1841.3915,1909.1099,1415.5000,1459.5000,18853276.0000
0.5000,16.0000,4096.0000,1821.6165,1830.5981,1440.5000,1443.0000,18362055.0000
0.5000,32.0000,32.0000,1646.7461,1622.9401,1292.5000,1285.0000,16430290.0000
0.5000,32.0000,64.0000,1725.9790,1718.8503,1328.0000,1314.0000,17301034.0000
